Series,Year,Deaths
50-69 years old,1994,81
50-69 years old,1995,83
50-69 years old,1996,86
50-69 years old,1997,89
50-69 years old,1998,93
50-69 years old,1999,99
50-69 years old,2000,104
50-69 years old,2001,109
50-69 years old,2002,113
50-69 years old,2003,118
50-69 years old,2004,122
50-69 years old,2005,125
50-69 years old,2006,126
50-69 years old,2007,127
50-69 years old,2008,127
50-69 years old,2009,129
50-69 years old,2010,132
50-69 years old,2011,134
50-69 years old,2012,134
50-69 years old,2013,138
50-69 years old,2014,139
50-69 years old,2015,139
50-69 years old,2016,141
50-69 years old,2017,142
50-69 years old,2018,144
50-69 years old,2019,145
50-69 years old,1990,159
50-69 years old,1991,151
50-69 years old,1992,148
50-69 years old,1993,148
50-69 years old,1994,149
50-69 years old,1995,151
50-69 years old,1996,157
50-69 years old,1997,161
50-69 years old,1998,164
50-69 years old,1999,169
50-69 years old,2000,169
50-69 years old,2001,169
50-69 years old,2002,171
50-69 years old,2003,172
50-69 years old,2004,168
50-69 years old,2005,164
50-69 years old,2006,161
50-69 years old,2007,159
50-69 years old,2008,156
50-69 years old,2009,152
50-69 years old,2010,147
50-69 years old,2011,146
50-69 years old,2012,144
50-69 years old,2013,140
50-69 years old,2014,137
50-69 years old,2015,131
50-69 years old,2016,128
50-69 years old,2017,126
50-69 years old,2018,124
50-69 years old,2019,123
50-69 years old,1990,34
50-69 years old,1991,32
50-69 years old,1992,31
50-69 years old,1993,33
50-69 years old,1994,36
50-69 years old,1995,40
50-69 years old,1996,45
50-69 years old,1997,48
50-69 years old,1998,54
50-69 years old,1999,58
50-69 years old,2000,58
50-69 years old,2001,57
50-69 years old,2002,56
50-69 years old,2003,57
50-69 years old,2004,56
50-69 years old,2005,57
50-69 years old,2006,58
50-69 years old,2007,60
50-69 years old,2008,61
50-69 years old,2009,64
50-69 years old,2010,67
50-69 years old,2011,66
50-69 years old,2012,64
50-69 years old,2013,63
50-69 years old,2014,61
50-69 years old,2015,61
50-69 years old,2016,60
50-69 years old,2017,62
50-69 years old,2018,63
50-69 years old,2019,64
50-69 years old,1990,1921
50-69 years old,1991,2043
50-69 years old,1992,1771
50-69 years old,1993,1695
50-69 years old,1994,1590
50-69 years old,1995,1429
50-69 years old,1996,1321
50-69 years old,1997,1228
50-69 years old,1998,1111
50-69 years old,1999,1044
50-69 years old,2000,975
50-69 years old,2001,913
50-69 years old,2002,846
50-69 years old,2003,790
50-69 years old,2004,731
50-69 years old,2005,687
50-69 years old,2006,674
50-69 years old,2007,640
50-69 years old,2008,635
50-69 years old,2009,634
50-69 years old,2010,651
50-69 years old,2011,684
50-69 years old,2012,727
50-69 years old,2013,767
50-69 years old,2014,808
50-69 years old,2015,857
50-69 years old,2016,912
50-69 years old,2017,930
50-69 years old,2018,921
50-69 years old,2019,916
50-69 years old,1990,183
50-69 years old,1991,185
50-69 years old,1992,180
50-69 years old,1993,169
50-69 years old,1994,165
50-69 years old,1995,166
50-69 years old,1996,172
50-69 years old,1997,161
50-69 years old,1998,166
50-69 years old,1999,173
50-69 years old,2000,174
50-69 years old,2001,175
50-69 years old,2002,199
50-69 years old,2003,185
50-69 years old,2004,183
50-69 years old,2005,173
50-69 years old,2006,174
50-69 years old,2007,167
50-69 years old,2008,169
50-69 years old,2009,177
50-69 years old,2010,179
50-69 years old,2011,170
50-69 years old,2012,166
50-69 years old,2013,161
50-69 years old,2014,157
50-69 years old,2015,164
50-69 years old,2016,170
50-69 years old,2017,174
50-69 years old,2018,178
50-69 years old,2019,182
50-69 years old,1990,13
50-69 years old,1991,13
50-69 years old,1992,13
50-69 years old,1993,12
50-69 years old,1994,13
50-69 years old,1995,13
50-69 years old,1996,13
50-69 years old,1997,13
50-69 years old,1998,12
50-69 years old,1999,12
50-69 years old,2000,12
50-69 years old,2001,12
50-69 years old,2002,11
50-69 years old,2003,11
50-69 years old,2004,10
50-69 years old,2005,10
50-69 years old,2006,9
50-69 years old,2007,9
50-69 years old,2008,9
50-69 years old,2009,9
50-69 years old,2010,9
50-69 years old,2011,9
50-69 years old,2012,9
50-69 years old,2013,9
50-69 years old,2014,9
50-69 years old,2015,9
50-69 years old,2016,9
50-69 years old,2017,9
50-69 years old,2018,9
50-69 years old,2019,9
50-69 years old,1990,47
50-69 years old,1991,47
50-69 years old,1992,47
50-69 years old,1993,47
50-69 years old,1994,49
50-69 years old,1995,51
50-69 years old,1996,52
50-69 years old,1997,54
50-69 years old,1998,53
50-69 years old,1999,53
50-69 years old,2000,52
50-69 years old,2001,50
50-69 years old,2002,49
50-69 years old,2003,50
50-69 years old,2004,50
50-69 years old,2005,49
50-69 years old,2006,49
50-69 years old,2007,50
50-69 years old,2008,50
50-69 years old,2009,50
50-69 years old,2010,50
50-69 years old,2011,50
50-69 years old,2012,51
50-69 years old,2013,51
50-69 years old,2014,52
50-69 years old,2015,52
50-69 years old,2016,52
50-69 years old,2017,53
50-69 years old,2018,54
50-69 years old,2019,56
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,2
50-69 years old,1991,2
50-69 years old,1992,2
50-69 years old,1993,2
50-69 years old,1994,2
50-69 years old,1995,2
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,1
50-69 years old,2001,1
50-69 years old,2002,1
50-69 years old,2003,1
50-69 years old,2004,2
50-69 years old,2005,1
50-69 years old,2006,2
50-69 years old,2007,2
50-69 years old,2008,2
50-69 years old,2009,2
50-69 years old,2010,2
50-69 years old,2011,2
50-69 years old,2012,2
50-69 years old,2013,2
50-69 years old,2014,2
50-69 years old,2015,2
50-69 years old,2016,2
50-69 years old,2017,2
50-69 years old,2018,3
50-69 years old,2019,3
50-69 years old,1990,64
50-69 years old,1991,68
50-69 years old,1992,73
50-69 years old,1993,77
50-69 years old,1994,82
50-69 years old,1995,86
50-69 years old,1996,88
50-69 years old,1997,87
50-69 years old,1998,87
50-69 years old,1999,86
50-69 years old,2000,85
50-69 years old,2001,83
50-69 years old,2002,80
50-69 years old,2003,78
50-69 years old,2004,76
50-69 years old,2005,75
50-69 years old,2006,73
50-69 years old,2007,72
50-69 years old,2008,70
50-69 years old,2009,71
50-69 years old,2010,71
50-69 years old,2011,72
50-69 years old,2012,73
50-69 years old,2013,74
50-69 years old,2014,75
50-69 years old,2015,73
50-69 years old,2016,71
50-69 years old,2017,70
50-69 years old,2018,70
50-69 years old,2019,68
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,8
50-69 years old,1991,9
50-69 years old,1992,10
50-69 years old,1993,11
50-69 years old,1994,11
50-69 years old,1995,12
50-69 years old,1996,12
50-69 years old,1997,11
50-69 years old,1998,11
50-69 years old,1999,11
50-69 years old,2000,10
50-69 years old,2001,9
50-69 years old,2002,8
50-69 years old,2003,8
50-69 years old,2004,9
50-69 years old,2005,9
50-69 years old,2006,9
50-69 years old,2007,9
50-69 years old,2008,9
50-69 years old,2009,10
50-69 years old,2010,10
50-69 years old,2011,10
50-69 years old,2012,10
50-69 years old,2013,11
50-69 years old,2014,11
50-69 years old,2015,11
50-69 years old,2016,12
50-69 years old,2017,12
50-69 years old,2018,12
50-69 years old,2019,12
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,2
50-69 years old,1991,2
50-69 years old,1992,2
50-69 years old,1993,1
50-69 years old,1994,2
50-69 years old,1995,1
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,1
50-69 years old,1999,1
50-69 years old,2000,2
50-69 years old,2001,2
50-69 years old,2002,2
50-69 years old,2003,2
50-69 years old,2004,3
50-69 years old,2005,3
50-69 years old,2006,4
50-69 years old,2007,6
50-69 years old,2008,8
50-69 years old,2009,9
50-69 years old,2010,11
50-69 years old,2011,15
50-69 years old,2012,18
50-69 years old,2013,21
50-69 years old,2014,22
50-69 years old,2015,24
50-69 years old,2016,25
50-69 years old,2017,25
50-69 years old,2018,22
50-69 years old,2019,19
50-69 years old,1990,613
50-69 years old,1991,634
50-69 years old,1992,653
50-69 years old,1993,670
50-69 years old,1994,700
50-69 years old,1995,738
50-69 years old,1996,801
50-69 years old,1997,822
50-69 years old,1998,869
50-69 years old,1999,909
50-69 years old,2000,940
50-69 years old,2001,967
50-69 years old,2002,959
50-69 years old,2003,972
50-69 years old,2004,957
50-69 years old,2005,943
50-69 years old,2006,955
50-69 years old,2007,968
50-69 years old,2008,990
50-69 years old,2009,1003
50-69 years old,2010,1005
50-69 years old,2011,1010
50-69 years old,2012,1006
50-69 years old,2013,980
50-69 years old,2014,948
50-69 years old,2015,904
50-69 years old,2016,869
50-69 years old,2017,841
50-69 years old,2018,834
50-69 years old,2019,834
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,1
50-69 years old,1995,1
50-69 years old,1996,1
50-69 years old,1997,1
50-69 years old,1998,2
50-69 years old,1999,2
50-69 years old,2000,3
50-69 years old,2001,3
50-69 years old,2002,4
50-69 years old,2003,4
50-69 years old,2004,4
50-69 years old,2005,4
50-69 years old,2006,4
50-69 years old,2007,4
50-69 years old,2008,3
50-69 years old,2009,3
50-69 years old,2010,3
50-69 years old,2011,3
50-69 years old,2012,2
50-69 years old,2013,2
50-69 years old,2014,2
50-69 years old,2015,2
50-69 years old,2016,2
50-69 years old,2017,2
50-69 years old,2018,2
50-69 years old,2019,2
50-69 years old,1990,22
50-69 years old,1991,22
50-69 years old,1992,22
50-69 years old,1993,23
50-69 years old,1994,23
50-69 years old,1995,24
50-69 years old,1996,27
50-69 years old,1997,27
50-69 years old,1998,29
50-69 years old,1999,28
50-69 years old,2000,28
50-69 years old,2001,28
50-69 years old,2002,29
50-69 years old,2003,28
50-69 years old,2004,27
50-69 years old,2005,29
50-69 years old,2006,27
50-69 years old,2007,29
50-69 years old,2008,29
50-69 years old,2009,29
50-69 years old,2010,28
50-69 years old,2011,29
50-69 years old,2012,29
50-69 years old,2013,28
50-69 years old,2014,28
50-69 years old,2015,30
50-69 years old,2016,28
50-69 years old,2017,27
50-69 years old,2018,28
50-69 years old,2019,28
50-69 years old,1990,0
50-69 years old,1991,0
50-69 years old,1992,0
50-69 years old,1993,0
50-69 years old,1994,0
50-69 years old,1995,0
50-69 years old,1996,0
50-69 years old,1997,0
50-69 years old,1998,0
50-69 years old,1999,0
50-69 years old,2000,0
50-69 years old,2001,0
50-69 years old,2002,0
50-69 years old,2003,0
50-69 years old,2004,0
50-69 years old,2005,0
50-69 years old,2006,0
50-69 years old,2007,0
50-69 years old,2008,0
50-69 years old,2009,0
50-69 years old,2010,0
50-69 years old,2011,0
50-69 years old,2012,0
50-69 years old,2013,0
50-69 years old,2014,0
50-69 years old,2015,0
50-69 years old,2016,0
50-69 years old,2017,0
50-69 years old,2018,0
50-69 years old,2019,0
50-69 years old,1990,39
50-69 years old,1991,38
50-69 years old,1992,37
50-69 years old,1993,36
50-69 years old,1994,35
50-69 years old,1995,34
50-69 years old,1996,34
50-69 years old,1997,34
50-69 years old,1998,34
50-69 years old,1999,32
50-69 years old,2000,30
50-69 years old,2001,29
50-69 years old,2002,29
50-69 years old,2003,30
50-69 years old,2004,31
50-69 years old,2005,32
50-69 years old,2006,32
50-69 years old,2007,31
50-69 years old,2008,31
50-69 years old,2009,31
50-69 years old,2010,31
50-69 years old,2011,31
50-69 years old,2012,35
50-69 years old,2013,39
50-69 years old,2014,44
50-69 years old,2015,48
50-69 years old,2016,51
50-69 years old,2017,53
50-69 years old,2018,54
50-69 years old,2019,56
50-69 years old,1990,6775
50-69 years old,1991,6790
50-69 years old,1992,6435
50-69 years old,1993,6284
50-69 years old,1994,6113
50-69 years old,1995,33411
50-69 years old,1996,14389
50-69 years old,1997,14486
50-69 years old,1998,14483
50-69 years old,1999,14558
50-69 years old,2000,27447
50-69 years old,2001,27640
50-69 years old,2002,27773
50-69 years old,2003,4542
50-69 years old,2004,4462
50-69 years old,2005,4403
50-69 years old,2006,4347
50-69 years old,2007,4274
50-69 years old,2008,4334
50-69 years old,2009,4389
50-69 years old,2010,4497
50-69 years old,2011,4586
50-69 years old,2012,4648
50-69 years old,2013,4712
50-69 years old,2014,4810
50-69 years old,2015,4969
50-69 years old,2016,4997
50-69 years old,2017,5030
50-69 years old,2018,5006
50-69 years old,2019,5004
50-69 years old,1990,21
50-69 years old,1991,20
50-69 years old,1992,19
50-69 years old,1993,18
50-69 years old,1994,17
50-69 years old,1995,17
50-69 years old,1996,16
50-69 years old,1997,16
50-69 years old,1998,16
50-69 years old,1999,16
50-69 years old,2000,16
50-69 years old,2001,15
50-69 years old,2002,14
50-69 years old,2003,13
50-69 years old,2004,12
50-69 years old,2005,11
50-69 years old,2006,10
50-69 years old,2007,9
50-69 years old,2008,8
50-69 years old,2009,8
50-69 years old,2010,8
50-69 years old,2011,8
50-69 years old,2012,8
50-69 years old,2013,8
50-69 years old,2014,7
50-69 years old,2015,7
50-69 years old,2016,7
50-69 years old,2017,7
50-69 years old,2018,7
50-69 years old,2019,7
50-69 years old,1990,1685
50-69 years old,1991,1692
50-69 years old,1992,1672
50-69 years old,1993,1695
50-69 years old,1994,1651
50-69 years old,1995,1707
50-69 years old,1996,1707
50-69 years old,1997,1679
50-69 years old,1998,1668
50-69 years old,1999,1652
50-69 years old,2000,1629
50-69 years old,2001,1608
50-69 years old,2002,1599
50-69 years old,2003,1560
50-69 years old,2004,1569
50-69 years old,2005,1556
50-69 years old,2006,1528
50-69 years old,2007,1511
50-69 years old,2008,1518
50-69 years old,2009,1495
50-69 years old,2010,1812
50-69 years old,2011,1827
50-69 years old,2012,1473
50-69 years old,2013,1456
50-69 years old,2014,1481
50-69 years old,2015,1484
50-69 years old,2016,1498
50-69 years old,2017,1504
50-69 years old,2018,1494
50-69 years old,2019,1487
50-69 years old,1990,64
50-69 years old,1991,70
50-69 years old,1992,69
50-69 years old,1993,67
50-69 years old,1994,66
50-69 years old,1995,66
50-69 years old,1996,71
50-69 years old,1997,71
50-69 years old,1998,74
50-69 years old,1999,74
50-69 years old,2000,73
50-69 years old,2001,68
50-69 years old,2002,72
50-69 years old,2003,71
50-69 years old,2004,67
50-69 years old,2005,66
50-69 years old,2006,63
50-69 years old,2007,59
50-69 years old,2008,56
50-69 years old,2009,54
50-69 years old,2010,52
50-69 years old,2011,49
50-69 years old,2012,49
50-69 years old,2013,49
50-69 years old,2014,49
50-69 years old,2015,49
50-69 years old,2016,52
50-69 years old,2017,53
50-69 years old,2018,54
50-69 years old,2019,56
50-69 years old,1990,114
50-69 years old,1991,113
50-69 years old,1992,111
50-69 years old,1993,116
50-69 years old,1994,117
50-69 years old,1995,116
50-69 years old,1996,117
50-69 years old,1997,118
50-69 years old,1998,117
50-69 years old,1999,115
50-69 years old,2000,107
50-69 years old,2001,112
50-69 years old,2002,111
50-69 years old,2003,112
50-69 years old,2004,109
50-69 years old,2005,108
50-69 years old,2006,109
50-69 years old,2007,106
50-69 years old,2008,107
50-69 years old,2009,109
50-69 years old,2010,111
50-69 years old,2011,110
50-69 years old,2012,114
50-69 years old,2013,112
50-69 years old,2014,117
50-69 years old,2015,122
50-69 years old,2016,125
50-69 years old,2017,123
50-69 years old,2018,124
50-69 years old,2019,124
50-69 years old,1990,48
50-69 years old,1991,47
